gene,is_xlinked,carrier_count_hkgi,sample_size_hkgi,carrier_rate_hkgi,carrier_rate_CI_Lower_hkgi,carrier_rate_CI_Upper_hkgi,sample_size_gnomAD-EAS,sample_size_gnomAD-NFE,sample_size_gnomAD-AFR,carrier_rate_gnomAD-EAS,carrier_rate_gnomAD-NFE,carrier_rate_gnomAD-AFR,acmg_tier_hkgi,acmg_tier_gnomAD-EAS,acmg_tier_gnomAD-NFE,acmg_tier_gnomAD-AFR,tier_hkgi,tier_gnomAD-EAS,tier_gnomAD-NFE,tier_gnomAD-AFR,at_risks_couples_count_hkgi,at_risks_couples_rate_hkgi,actual_at_risks_couples_count_hkgi,actual_at_risks_couples_rate_hkgi
MMP2,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,5.9e-05,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
IGHM,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,8.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MPLKIP,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,8.8e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MECP2,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC35D1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC25A46,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,8.8e-05,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
CAD,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000735,0.000483,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC52A2,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.001323,0.000289,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
CCBE1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000559,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MEGF10,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000323,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
CCDC115,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000118,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC46A1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000176,0.00029,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MGME1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,5.9e-05,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC4A4,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC39A8,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000206,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ARPC1B,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ARHGEF9,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
AIFM1,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
AGPS,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
AFF2,True,0.0,9367.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,5.1e-05,,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_3_xlink,tier_4,0,0.0,0,0.0
UBA5,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,0.000386,5.9e-05,0.017418,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_2,0,0.0,0,0.0
UBA1,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
TXNL4A,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,0.00313,0.010516,0.006643,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_2,tier_3,0,0.0,0,0.0
PDHB,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
PDHA1,True,0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SPINT2,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000588,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
PCDH19,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
PCBD1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000559,9.6e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
PAK3,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
DCX,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
DCHS1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,5.9e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
PEX16,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000147,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
PEX13,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000118,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
PET100,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
PDP1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
BAAT,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,0.000386,2.9e-05,9.6e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SYP,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
PCSK1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,8.8e-05,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
TPM3,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
TNFSF11,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
TNFRSF11B,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,2.9e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
TNFRSF11A,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,8.8e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
TMTC3,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,2.9e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
VMA21,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
VKORC1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,8.8e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
VARS2,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,0.000386,0.000882,0.000772,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
VAC14,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
USP9X,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
UQCRQ,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
TRPM6,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,0.000385,0.000118,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LTBP3,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,0.00043,0.000414,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
G6PC3,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000353,0.000386,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
VPS11,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
WNT7A,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MAOA,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MAN2C1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.018609,0.003561,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_2,tier_4,0,0.0,0,0.0
LZTFL1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,8.8e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LYRM7,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
TSPYL1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,8.8e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
TSPAN7,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
TSHB,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000794,9.6e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
UMPS,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MARS2,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MAPKBP1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,0.000386,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
STIM1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
STAT1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SSR4,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LIAS,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,8.8e-05,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LHX3,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LDHB,False,0.0,18065.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LDHA,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LCT,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000265,0.000433,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SYN1,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
STRADA,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000118,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
FTO,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
FOXN1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,0.000386,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
FMR1,True,0.0,9367.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
FLVCR2,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000147,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LONP1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LMOD3,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,8.8e-05,0.00029,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LIPT1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.001382,0.000385,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
FANCB,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MIF,False,0.0,18065.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MGP,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000118,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MCFD2,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,0.000385,0.000147,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SUCLA2,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000265,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
TCN2,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000706,0.000386,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
BRWD3,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
BRF1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,0.000387,0.000412,9.6e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
BOLA3,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000353,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
BMPR1B,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,2.9e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
BGN,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
TMEM165,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
TIMM8A,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
THOC2,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
TDP1,False,0.0,18065.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MBTPS2,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ATP6AP1,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ATOH7,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ATF6,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000206,0.000242,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ATCAY,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ARX,True,0.0,9367.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,5.2e-05,,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_3_xlink,tier_4,0,0.0,0,0.0
SRD5A3,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000176,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
CDH11,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SPEG,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,8.8e-05,4.9e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SOST,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SMS,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MCEE,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.001147,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ATP7A,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ITK,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
PLAA,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
GK,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
GJB6,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,8.8e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
GJA1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,0.000385,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
GDI1,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
DKC1,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
DHDDS,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000176,4.8e-05,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
DHCR24,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,8.8e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
DDX59,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
OPHN1,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SAMD9,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,5.9e-05,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
OCRL,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NYX,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NUP93,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000588,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NUP62,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
DLG3,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
DLAT,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,5.9e-05,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
OXCT1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.003794,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
OSTM1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ORC4,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,0.000441,0.000236,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ORC1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000999,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
PHEX,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
OGDHL,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,5.9e-05,0.00053,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
KLHL41,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000265,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
KIF1C,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,5.9e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
